# timestamp(s) tx ty tz qx qy qz qw Pr11 Pr12 Pr13 Pr22 Pr23 Pr33 Pt11 Pt12 Pt13 Pt22 Pt23 Pt33
1403636625.41356 -0.087843 -0.093538 0.092518 -0.823266 -0.077709 -0.560821 0.040920 0.0008668706 0.0000174426 -0.0003387485 0.0000100612 -0.0000079835 0.0001434748 0.0010148864 -0.0000093377 0.0000002910 0.0010149729 0.0000002808 0.0010036538
1403636625.46356 -0.087817 -0.093047 0.088491 -0.824556 -0.078090 -0.558832 0.041428 0.0008624538 0.0000180174 -0.0003434213 0.0000099091 -0.0000085474 0.0001476658 0.0010147837 -0.0000091987 0.0000002662 0.0010146317 0.0000002613 0.0010036167
1403636625.51356 -0.085946 -0.092056 0.083794 -0.825375 -0.078344 -0.557566 0.041702 0.0008615293 0.0000161842 -0.0003445411 0.0000097615 -0.0000078988 0.0001486910 0.0010146183 -0.0000089530 0.0000002569 0.0010144190 0.0000002790 0.0010036346
1403636625.56356 -0.083249 -0.091086 0.079250 -0.825825 -0.079018 -0.556809 0.041626 0.0008600647 0.0000171521 -0.0003460555 0.0000096899 -0.0000084246 0.0001501044 0.0010143724 -0.0000085004 0.0000002315 0.0010137341 0.0000002824 0.0010036159
1403636625.61356 -0.079982 -0.089091 0.077546 -0.825671 -0.080092 -0.556934 0.040966 0.0008603027 0.0000189751 -0.0003457726 0.0000097329 -0.0000092020 0.0001498186 0.0010141815 -0.0000080550 0.0000002514 0.0010132673 0.0000002889 0.0010036207
1403636625.66356 -0.075159 -0.089820 0.078920 -0.824424 -0.080714 -0.558640 0.041620 0.0008625902 0.0000205465 -0.0003433630 0.0000096532 -0.0000098555 0.0001473780 0.0010137768 -0.0000074180 0.0000001980 0.0010121023 0.0000002744 0.0010035357
1403636625.71356 -0.071694 -0.088556 0.085229 -0.822236 -0.080616 -0.561761 0.043062 0.0008678914 0.0000181498 -0.0003379390 0.0000094305 -0.0000087685 0.0001421527 0.0010137051 -0.0000067830 0.0000001584 0.0010108410 0.0000002694 0.0010034687
1403636625.76356 -0.066336 -0.085159 0.095892 -0.819078 -0.081017 -0.566273 0.043381 0.0008758367 0.0000185571 -0.0003292508 0.0000094286 -0.0000086728 0.0001342449 0.0010134958 -0.0000062943 0.0000001869 0.0010103708 0.0000002965 0.0010034655
1403636625.81356 -0.061547 -0.083132 0.111253 -0.816095 -0.080668 -0.570525 0.044530 0.0008831049 0.0000177155 -0.0003209571 0.0000093543 -0.0000081267 0.0001270034 0.0010127561 -0.0000054708 0.0000002576 0.0010094783 0.0000003401 0.0010034258
1403636625.86356 -0.054931 -0.079342 0.130429 -0.812577 -0.079976 -0.575471 0.046428 0.0008909993 0.0000151722 -0.0003116158 0.0000092553 -0.0000069799 0.0001192536 0.0010125496 -0.0000049153 0.0000003203 0.0010089719 0.0000003758 0.0010034171
1403636625.91356 -0.046915 -0.077584 0.152585 -0.810526 -0.079169 -0.578299 0.048467 0.0008957485 0.0000126349 -0.0003057213 0.0000091516 -0.0000059443 0.0001145201 0.0010117124 -0.0000039010 0.0000003705 0.0010078595 0.0000004268 0.0010033813
1403636625.96356 -0.038814 -0.076351 0.177057 -0.809020 -0.078759 -0.580314 0.050183 0.0008991115 0.0000102035 -0.0003012226 0.0000090335 -0.0000050247 0.0001110333 0.0010111346 -0.0000032801 0.0000003773 0.0010069036 0.0000005018 0.0010033145
1403636626.01356 -0.032605 -0.072077 0.201297 -0.807567 -0.078419 -0.582280 0.051344 0.0009018007 0.0000074523 -0.0002978277 0.0000089888 -0.0000040557 0.0001084732 0.0010112373 -0.0000027075 0.0000004551 0.0010065105 0.0000005659 0.0010033102
1403636626.06356 -0.026337 -0.068125 0.224994 -0.806965 -0.076117 -0.583067 0.055196 0.0009036839 -0.0000007195 -0.0002954256 0.0000089106 -0.0000013269 0.0001066890 0.0010107287 -0.0000022073 0.0000004997 0.0010063653 0.0000006232 0.0010032880
1403636626.11356 -0.020269 -0.064782 0.247815 -0.806766 -0.073349 -0.583236 0.059870 0.0009045287 -0.0000106731 -0.0002941508 0.0000090267 0.0000019502 0.0001057657 0.0010104245 -0.0000017339 0.0000005638 0.0010061855 0.0000006821 0.0010032891
1403636626.16356 -0.015146 -0.061340 0.269540 -0.806435 -0.070471 -0.583573 0.064334 0.0009053074 -0.0000206951 -0.0002926428 0.0000093764 0.0000052054 0.0001047173 0.0010103377 -0.0000013059 0.0000006356 0.0010062342 0.0000007437 0.0010033116
1403636626.21356 -0.009256 -0.059061 0.289426 -0.806337 -0.067998 -0.583549 0.068317 0.0009056543 -0.0000293826 -0.0002914591 0.0000098481 0.0000080084 0.0001039356 0.0010102137 -0.0000009200 0.0000006929 0.0010064154 0.0000008065 0.0010033512
1403636626.26356 -0.003605 -0.057826 0.306381 -0.806253 -0.066522 -0.583545 0.070753 0.0009055891 -0.0000346795 -0.0002909905 0.0000102263 0.0000097240 0.0001036500 0.0010103236 -0.0000005103 0.0000007515 0.0010065296 0.0000008628 0.0010034135
1403636626.31356 0.001146 -0.058526 0.319475 -0.806279 -0.065993 -0.583411 0.072040 0.0009055705 -0.0000369519 -0.0002907697 0.0000104030 0.0000104680 0.0001035259 0.0010105480 -0.0000000653 0.0000007909 0.0010067522 0.0000008963 0.0010034551
1403636626.36356 0.008792 -0.058535 0.329610 -0.806438 -0.066285 -0.583170 0.071945 0.0009055213 -0.0000371334 -0.0002908618 0.0000104036 0.0000105299 0.0001035745 0.0010107988 0.0000001718 0.0000007842 0.0010066472 0.0000009091 0.0010035393
1403636626.41356 0.016352 -0.059711 0.337162 -0.806209 -0.067597 -0.583492 0.070679 0.0009059067 -0.0000337390 -0.0002906553 0.0000100825 0.0000093998 0.0001033578 0.0010105650 0.0000004637 0.0000005609 0.0010064443 0.0000007734 0.0010033738
1403636626.46356 0.021927 -0.061152 0.342518 -0.805639 -0.069401 -0.584362 0.068200 0.0009067369 -0.0000278265 -0.0002900960 0.0000096621 0.0000074474 0.0001029063 0.0010109014 0.0000009401 0.0000005112 0.0010067497 0.0000007290 0.0010033617
1403636626.51356 0.027964 -0.065281 0.346166 -0.803841 -0.071654 -0.586845 0.065718 0.0009106634 -0.0000207749 -0.0002850585 0.0000092233 0.0000050177 0.0000992838 0.0010110394 0.0000014801 0.0000004762 0.0010071075 0.0000007017 0.0010033471
1403636626.56356 0.033282 -0.070118 0.348603 -0.801850 -0.074666 -0.589481 0.063042 0.0009141524 -0.0000131584 -0.0002801933 0.0000088310 0.0000024972 0.0000958617 0.0010112170 0.0000020818 0.0000003886 0.0010072191 0.0000006367 0.0010032784
1403636626.61356 0.037038 -0.071872 0.349951 -0.799857 -0.077479 -0.592111 0.060252 0.0009171742 -0.0000059710 -0.0002758854 0.0000086324 0.0000001899 0.0000928702 0.0010119279 0.0000024504 0.0000003525 0.0010072228 0.0000006671 0.0010032407
1403636626.66356 0.039592 -0.074593 0.349988 -0.798335 -0.080029 -0.594066 0.057817 0.0009194968 0.0000011149 -0.0002723316 0.0000085245 -0.0000020053 0.0000904475 0.0010120076 0.0000026857 0.0000003085 0.0010071057 0.0000006669 0.0010032111
1403636626.71356 0.039865 -0.078866 0.348636 -0.798484 -0.081468 -0.593723 0.057262 0.0009184349 0.0000042673 -0.0002738366 0.0000085011 -0.0000029743 0.0000914346 0.0010123962 0.0000029019 0.0000002807 0.0010071903 0.0000006509 0.0010032177
1403636626.76356 0.039605 -0.082906 0.345980 -0.799849 -0.082791 -0.591704 0.057216 0.0009157037 0.0000051558 -0.0002778378 0.0000084343 -0.0000032951 0.0000940817 0.0010129620 0.0000030028 0.0000002456 0.0010069158 0.0000006579 0.0010032213
1403636626.81356 0.038280 -0.087505 0.342450 -0.801463 -0.083795 -0.589367 0.057293 0.0009123006 0.0000057442 -0.0002827157 0.0000083791 -0.0000035148 0.0000974200 0.0010135509 0.0000030901 0.0000002010 0.0010067717 0.0000006587 0.0010032223
1403636626.86356 0.036046 -0.092028 0.337818 -0.803647 -0.084715 -0.586271 0.057108 0.0009079421 0.0000062566 -0.0002888274 0.0000082974 -0.0000037332 0.0001016972 0.0010142498 0.0000030733 0.0000001676 0.0010064217 0.0000006654 0.0010032272
1403636626.91356 0.033120 -0.096906 0.332571 -0.806114 -0.085477 -0.582794 0.056790 0.0009028997 0.0000069141 -0.0002956817 0.0000082550 -0.0000040048 0.0001066888 0.0010150266 0.0000029739 0.0000001388 0.0010061889 0.0000006624 0.0010032456
1403636626.96356 0.029475 -0.101830 0.326541 -0.808914 -0.086292 -0.578877 0.055801 0.0008969783 0.0000083592 -0.0003034062 0.0000081999 -0.0000045600 0.0001125006 0.0010158584 0.0000028116 0.0000001071 0.0010057951 0.0000006684 0.0010032515
1403636627.01356 0.025634 -0.106194 0.319941 -0.811471 -0.086810 -0.575274 0.055128 0.0008913953 0.0000088949 -0.0003104344 0.0000081641 -0.0000048246 0.0001180068 0.0010167907 0.0000025290 0.0000000877 0.0010054399 0.0000006846 0.0010032689
1403636627.06356 0.021627 -0.111225 0.313878 -0.813817 -0.086982 -0.571991 0.054432 0.0008861985 0.0000095954 -0.0003167352 0.0000081334 -0.0000051464 0.0001231100 0.0010175929 0.0000022205 0.0000000674 0.0010051322 0.0000006802 0.0010032770
1403636627.11356 0.017752 -0.115670 0.309620 -0.816581 -0.087383 -0.568014 0.054040 0.0008797967 0.0000094784 -0.0003242685 0.0000081051 -0.0000052015 0.0001294695 0.0010186328 0.0000019103 0.0000000529 0.0010049465 0.0000006834 0.0010033079
1403636627.16356 0.014212 -0.120230 0.309060 -0.815903 -0.087158 -0.568963 0.054664 0.0008813711 0.0000088322 -0.0003224261 0.0000080647 -0.0000049259 0.0001278397 0.0010195288 0.0000015905 0.0000000431 0.0010047414 0.0000006883 0.0010033196
1403636627.21356 0.011265 -0.124580 0.311519 -0.814361 -0.087309 -0.571158 0.054512 0.0008848336 0.0000097499 -0.0003182860 0.0000080750 -0.0000051968 0.0001243214 0.0010206006 0.0000012248 0.0000000433 0.0010046567 0.0000007025 0.0010033565
1403636627.26356 0.008965 -0.129126 0.316324 -0.811987 -0.087088 -0.574518 0.054974 0.0008899003 0.0000100825 -0.0003120980 0.0000080682 -0.0000052252 0.0001191930 0.0010216101 0.0000010134 0.0000000429 0.0010045616 0.0000007153 0.0010033724
1403636627.31356 0.006260 -0.133311 0.323561 -0.810032 -0.086513 -0.577209 0.056503 0.0008942122 0.0000074599 -0.0003067589 0.0000080030 -0.0000042351 0.0001149115 0.0010228129 0.0000006713 0.0000000507 0.0010045425 0.0000007403 0.0010034119
1403636627.36356 0.003626 -0.137479 0.332488 -0.809194 -0.085772 -0.578389 0.057570 0.0008960371 0.0000054203 -0.0003044503 0.0000079581 -0.0000035160 0.0001130768 0.0010239528 0.0000003727 0.0000000584 0.0010045009 0.0000007577 0.0010034367
1403636627.41356 0.000848 -0.141613 0.343584 -0.808924 -0.085201 -0.578742 0.058655 0.0008967586 0.0000031445 -0.0003035358 0.0000079252 -0.0000027324 0.0001123544 0.0010251663 -0.0000000235 0.0000000717 0.0010045309 0.0000007842 0.0010034785
1403636627.46356 -0.002916 -0.145853 0.356557 -0.808309 -0.083718 -0.579721 0.059594 0.0008982586 0.0000002704 -0.0003015885 0.0000079039 -0.0000017524 0.0001108306 0.0010265101 -0.0000005510 0.0000000899 0.0010045367 0.0000008160 0.0010035126
1403636627.51356 -0.005959 -0.150467 0.369111 -0.809159 -0.081197 -0.578914 0.059400 0.0008971768 -0.0000026114 -0.0003029764 0.0000079192 -0.0000007740 0.0001118789 0.0010279183 -0.0000010591 0.0000001085 0.0010046365 0.0000008483 0.0010035626
1403636627.56356 -0.009578 -0.155152 0.378485 -0.809988 -0.077729 -0.578375 0.057957 0.0008961371 -0.0000044973 -0.0003042851 0.0000079490 -0.0000001295 0.0001128563 0.0010295654 -0.0000016086 0.0000001229 0.0010046822 0.0000008706 0.0010036073
1403636627.61356 -0.013485 -0.160834 0.383410 -0.811083 -0.074177 -0.577555 0.055420 0.0008945178 -0.0000046776 -0.0003063467 0.0000079754 -0.0000000608 0.0001144313 0.0010312395 -0.0000023483 0.0000001315 0.0010047927 0.0000008863 0.0010036652
1403636627.66356 -0.017901 -0.166046 0.384591 -0.813181 -0.071381 -0.575195 0.052852 0.0008907971 -0.0000044155 -0.0003110157 0.0000079901 -0.0000001297 0.0001181139 0.0010331005 -0.0000031410 0.0000001345 0.0010049017 0.0000008905 0.0010037093
1403636627.71356 -0.022166 -0.172173 0.381552 -0.816304 -0.067946 -0.571479 0.049431 0.0008846247 -0.0000035235 -0.0003185357 0.0000080102 -0.0000004155 0.0001242541 0.0010349427 -0.0000040745 0.0000001311 0.0010050797 0.0000008890 0.0010037687
1403636627.76356 -0.025373 -0.178773 0.376981 -0.820292 -0.063887 -0.566556 0.045330 0.0008766601 -0.0000022684 -0.0003278096 0.0000080272 -0.0000008524 0.0001321724 0.0010371707 -0.0000048850 0.0000001180 0.0010052100 0.0000008829 0.0010038074
1403636627.81356 -0.028099 -0.185713 0.370994 -0.823872 -0.059450 -0.562165 0.040869 0.0008688152 -0.0000008802 -0.0003365139 0.0000080506 -0.0000013754 0.0001399718 0.0010395259 -0.0000054604 0.0000000967 0.0010053090 0.0000008802 0.0010038606
1403636627.86356 -0.029907 -0.193188 0.365123 -0.827445 -0.054360 -0.557744 0.036088 0.0008613334 0.0000006446 -0.0003444409 0.0000080519 -0.0000019882 0.0001473786 0.0010422061 -0.0000060169 0.0000000714 0.0010053514 0.0000008731 0.0010038839
1403636627.91356 -0.030916 -0.200213 0.359593 -0.830629 -0.050387 -0.553621 0.031946 0.0008537739 0.0000022844 -0.0003521043 0.0000080510 -0.0000026830 0.0001548716 0.0010449976 -0.0000064165 0.0000000414 0.0010053810 0.0000008731 0.0010039353
1403636627.96356 -0.030050 -0.207103 0.356433 -0.832591 -0.047056 -0.551160 0.028285 0.0008496648 0.0000045458 -0.0003561196 0.0000079960 -0.0000036472 0.0001588707 0.0010476285 -0.0000065017 0.0000000091 0.0010052939 0.0000008635 0.0010039551
1403636628.01356 -0.027471 -0.213220 0.355328 -0.833652 -0.043944 -0.549963 0.025199 0.0008473228 0.0000058691 -0.0003583667 0.0000079367 -0.0000042152 0.0001611126 0.0010503767 -0.0000060948 -0.0000000250 0.0010051183 0.0000008651 0.0010039988
1403636628.06356 -0.022285 -0.218732 0.358884 -0.833173 -0.041213 -0.550989 0.023157 0.0008496481 0.0000060894 -0.0003561444 0.0000077347 -0.0000042406 0.0001586444 0.0010527420 -0.0000051068 -0.0000000628 0.0010048145 0.0000008616 0.0010039934
1403636628.11356 -0.016729 -0.223652 0.365211 -0.829937 -0.038600 -0.556092 0.021830 0.0008572838 0.0000054199 -0.0003486094 0.0000075450 -0.0000038392 0.0001508942 0.0010550162 -0.0000038899 -0.0000000947 0.0010045965 0.0000008767 0.0010040122
1403636628.16356 -0.010093 -0.228335 0.373735 -0.825092 -0.035663 -0.563446 0.021901 0.0008691618 0.0000031311 -0.0003362100 0.0000072504 -0.0000027659 0.0001388814 0.0010570544 -0.0000024830 -0.0000001320 0.0010044177 0.0000008855 0.0010040143
1403636628.21356 -0.003667 -0.232973 0.383955 -0.820278 -0.033162 -0.570563 0.022411 0.0008800590 -0.0000004836 -0.0003240264 0.0000069721 -0.0000012917 0.0001278233 0.0010591814 -0.0000009014 -0.0000001620 0.0010043365 0.0000008964 0.0010040160
1403636628.26356 0.003321 -0.238155 0.394626 -0.816696 -0.029582 -0.575777 0.024782 0.0008881203 -0.0000062959 -0.0003143989 0.0000067659 0.0000008190 0.0001195469 0.0010613738 0.0000005622 -0.0000001961 0.0010043515 0.0000009003 0.0010040191
1403636628.31356 0.009665 -0.243255 0.406627 -0.814313 -0.026260 -0.579151 0.028088 0.0008935622 -0.0000149869 -0.0003073659 0.0000067814 0.0000038034 0.0001137422 0.0010640858 0.0000021290 -0.0000002252 0.0010044685 0.0000009119 0.0010040279
1403636628.36356 0.016306 -0.248810 0.418581 -0.813283 -0.024195 -0.580577 0.030256 0.0008955977 -0.0000199468 -0.0003045171 0.0000067322 0.0000054780 0.0001113137 0.0010669733 0.0000036736 -0.0000002570 0.0010046356 0.0000009116 0.0010040232
1403636628.41356 0.022172 -0.255029 0.430462 -0.812998 -0.022582 -0.580948 0.031983 0.0008959798 -0.0000247693 -0.0003036960 0.0000068671 0.0000071308 0.0001105780 0.0010701779 0.0000053635 -0.0000002987 0.0010049312 0.0000009330 0.0010040700
1403636628.46356 0.028643 -0.261491 0.440748 -0.813174 -0.021574 -0.580649 0.033616 0.0008960836 -0.0000275677 -0.0003033574 0.0000068282 0.0000081178 0.0001100867 0.0010738068 0.0000069285 -0.0000003298 0.0010051949 0.0000009280 0.0010040719
1403636628.51356 0.033496 -0.269053 0.450072 -0.813389 -0.021316 -0.580287 0.034791 0.0008948021 -0.0000307401 -0.0003047280 0.0000069525 0.0000092934 0.0001110452 0.0010776934 0.0000087540 -0.0000003633 0.0010056057 0.0000009523 0.0010041149
1403636628.56356 0.038567 -0.277348 0.457465 -0.813808 -0.020795 -0.579629 0.036261 0.0008939435 -0.0000330986 -0.0003056130 0.0000070002 0.0000101608 0.0001115519 0.0010823423 0.0000102576 -0.0000004033 0.0010059306 0.0000009245 0.0010041481
1403636628.61356 0.042939 -0.286653 0.463431 -0.814057 -0.020916 -0.579172 0.037871 0.0008930659 -0.0000355755 -0.0003064633 0.0000071368 0.0000110871 0.0001122097 0.0010875776 0.0000119175 -0.0000004763 0.0010063923 0.0000009428 0.0010042605
1403636628.66356 0.047351 -0.296807 0.467497 -0.814026 -0.021305 -0.579159 0.038499 0.0008930621 -0.0000359848 -0.0003064586 0.0000070556 0.0000112582 0.0001119483 0.0010936904 0.0000135981 -0.0000005035 0.0010067305 0.0000008901 0.0010042999
1403636628.71356 0.051738 -0.308545 0.470174 -0.814190 -0.021917 -0.579028 0.036626 0.0008931495 -0.0000322557 -0.0003067676 0.0000067277 0.0000100107 0.0001120986 0.0011007824 0.0000154386 -0.0000005705 0.0010072291 0.0000008974 0.0010044279
1403636628.76356 0.055358 -0.320906 0.470996 -0.815677 -0.022085 -0.577174 0.032455 0.0008903763 -0.0000263522 -0.0003108242 0.0000063000 0.0000081252 0.0001151944 0.0011090908 0.0000173469 -0.0000006581 0.0010076916 0.0000008897 0.0010045616
1403636628.81356 0.058959 -0.334118 0.470380 -0.817959 -0.021417 -0.574224 0.027394 0.0008859750 -0.0000191106 -0.0003167579 0.0000058966 0.0000057676 0.0001199015 0.0011178128 0.0000191760 -0.0000007103 0.0010081506 0.0000009101 0.0010046830
1403636628.86356 0.061871 -0.346779 0.468946 -0.820630 -0.020212 -0.570670 0.022237 0.0008802470 -0.0000135949 -0.0003238504 0.0000056677 0.0000039215 0.0001257423 0.0011272939 0.0000212560 -0.0000008037 0.0010086112 0.0000008997 0.0010048254
1403636628.91356 0.065878 -0.360552 0.469321 -0.823262 -0.018247 -0.567075 0.018254 0.0008743220 -0.0000089881 -0.0003307911 0.0000055377 0.0000023086 0.0001317575 0.0011365035 0.0000233070 -0.0000008987 0.0010091705 0.0000009071 0.0010049938
1403636628.96356 0.068520 -0.373538 0.471279 -0.825435 -0.016714 -0.564054 0.014902 0.0008694234 -0.0000057897 -0.0003362935 0.0000054586 0.0000011407 0.0001366516 0.0011468371 0.0000250350 -0.0000009878 0.0010095587 0.0000009212 0.0010051459
1403636629.01356 0.070071 -0.387029 0.476341 -0.827249 -0.014637 -0.561499 0.012787 0.0008650989 -0.0000045815 -0.0003409767 0.0000054266 0.0000007026 0.0001409631 0.0011569132 0.0000265105 -0.0000010984 0.0010099162 0.0000009427 0.0010053368
1403636629.06356 0.071861 -0.400469 0.483170 -0.828275 -0.012141 -0.560080 0.011130 0.0008628218 -0.0000041424 -0.0003434125 0.0000053834 0.0000005740 0.0001431407 0.0011677421 0.0000276624 -0.0000011780 0.0010101170 0.0000009644 0.0010055034
1403636629.11356 0.073264 -0.414273 0.491353 -0.828706 -0.010363 -0.559522 0.008606 0.0008616981 -0.0000024021 -0.0003446165 0.0000053408 -0.0000001141 0.0001442418 0.0011791772 0.0000293602 -0.0000012803 0.0010105081 0.0000010070 0.0010056948
1403636629.16356 0.076219 -0.428267 0.498949 -0.829006 -0.006290 -0.559167 0.006474 0.0008610953 -0.0000028345 -0.0003452795 0.0000052831 0.0000000965 0.0001446649 0.0011910337 0.0000313973 -0.0000013379 0.0010107636 0.0000009405 0.0010058162
1403636629.21356 0.079433 -0.443012 0.505625 -0.828487 -0.001460 -0.559995 0.003489 0.0008622398 -0.0000035546 -0.0003441071 0.0000052520 0.0000004039 0.0001434267 0.0012035149 0.0000342454 -0.0000014422 0.0010114111 0.0000009142 0.0010060067
