# timestamp(s) tx ty tz qx qy qz qw Pr11 Pr12 Pr13 Pr22 Pr23 Pr33 Pt11 Pt12 Pt13 Pt22 Pt23 Pt33
345682.00000 0.844746 7.051788 1.028459 0.077836 0.037320 -0.982638 0.164227 0.0000871745 -0.0000381423 -0.0000047106 0.0000848460 0.0000122097 0.0001494432 0.0056723922 0.0004702639 0.0001031884 0.0030006141 -0.0002923601 0.0024810735
345682.10000 0.739413 7.367797 1.020254 0.075456 0.047718 -0.981249 0.170820 0.0001215969 -0.0000621713 -0.0000070086 0.0001023343 0.0000163418 0.0001500950 0.0063666508 0.0005745291 0.0001100865 0.0033976817 -0.0003778765 0.0028097795
345682.20000 0.613061 7.688515 1.005626 0.067862 0.050349 -0.980196 0.179094 0.0001210697 -0.0000662682 -0.0000295352 0.0001129128 0.0000348132 0.0001613095 0.0071382059 0.0007010713 0.0001088240 0.0038781405 -0.0004603573 0.0031913673
345682.30000 0.494794 8.009837 0.994943 0.060477 0.051656 -0.979205 0.186634 0.0000556891 -0.0000120432 -0.0000032729 0.0000604621 0.0000098544 0.0001511899 0.0076177917 0.0008611972 0.0003737705 0.0042435512 -0.0004975726 0.0031139075
345682.40000 0.385037 8.336511 0.967283 0.050616 0.052245 -0.978126 0.194881 0.0000817172 -0.0000336387 -0.0000090400 0.0000785273 0.0000166084 0.0001534129 0.0081376691 0.0007405919 0.0004048513 0.0044911493 -0.0005140657 0.0033082758
345682.50000 0.252493 8.648793 0.941026 0.041861 0.054483 -0.976493 0.204305 0.0000984170 -0.0000572755 -0.0000074211 0.0001120558 0.0000185358 0.0001571079 0.0089968466 0.0007267626 0.0004971452 0.0050279322 -0.0005777544 0.0037067386
345682.60000 0.101318 8.943862 0.897989 0.031172 0.053735 -0.975753 0.209873 0.0000608989 -0.0000186435 -0.0000007978 0.0000676452 0.0000119310 0.0001532374 0.0095652130 0.0008068881 0.0006071274 0.0052302248 -0.0005588098 0.0038107317
345682.70000 -0.024403 9.251714 0.831044 0.022453 0.056387 -0.974124 0.217713 0.0000488335 -0.0000059171 0.0000044640 0.0000532741 0.0000074734 0.0001522551 0.0098384003 0.0010028006 0.0005160315 0.0054566562 -0.0006402887 0.0036550965
345682.80000 -0.187515 9.640539 0.785473 0.011652 0.053845 -0.972895 0.224591 0.0000364226 0.0000028568 0.0000035569 0.0000428901 0.0000071741 0.0001450152 0.0099879733 0.0016988566 0.0003889377 0.0036300325 -0.0002221884 0.0034125731
345682.90000 -0.343810 9.951156 0.731110 -0.000427 0.053100 -0.971111 0.232646 0.0001011309 -0.0000459265 -0.0000247026 0.0000838412 0.0000315852 0.0001642799 0.0109164002 0.0019389117 0.0004406719 0.0039014357 -0.0002492070 0.0037004441
345683.00000 -0.506212 10.258055 0.675374 -0.008114 0.050202 -0.969710 0.238905 0.0000389876 0.0000036347 0.0000093875 0.0000439597 0.0000072864 0.0001466150 0.0116946659 0.0021485460 0.0004888158 0.0041755127 -0.0002686287 0.0039698714
345683.10000 -0.656854 10.560718 0.615378 -0.018350 0.048651 -0.967699 0.246689 0.0000409481 0.0000018586 0.0000110335 0.0000447971 0.0000064396 0.0001462617 0.0125005827 0.0023689208 0.0005450735 0.0044790386 -0.0002911176 0.0042750474
345683.20000 -0.825592 10.864875 0.547682 -0.030076 0.045132 -0.965952 0.252974 0.0001215896 -0.0000507358 0.0000053124 0.0000814751 0.0000116007 0.0001494895 0.0133690293 0.0025642747 0.0005979395 0.0048369697 -0.0003193707 0.0046301348
345683.30000 -1.000047 11.167017 0.480140 -0.039846 0.036864 -0.963620 0.261704 0.0001267842 -0.0000578608 -0.0000016128 0.0000882723 0.0000189707 0.0001513286 0.0142989929 0.0027937187 0.0006622850 0.0052707006 -0.0003632245 0.0050542544
345683.40000 -1.161048 11.460977 0.413007 -0.047331 0.035578 -0.961675 0.267723 0.0001753452 -0.0000089988 0.0000134362 0.0001730111 0.0000115930 0.0002669314 0.0152824005 0.0030414888 0.0007154168 0.0057926549 -0.0004145549 0.0055610582
345683.50000 -1.350025 11.786210 0.327404 -0.055756 0.030681 -0.958982 0.276230 0.0000451340 -0.0000000996 0.0000195004 0.0000461960 0.0000069365 0.0001459272 0.0157975362 0.0033887112 0.0007399729 0.0059135411 -0.0004279196 0.0052485951
345683.60000 -1.528833 12.079806 0.243116 -0.064431 0.025088 -0.956241 0.284293 0.0000457466 0.0000010532 0.0000223222 0.0000451341 0.0000064854 0.0001468074 0.0167928648 0.0036875918 0.0008355531 0.0064228466 -0.0004696012 0.0055996643
345683.70000 -1.728634 12.357951 0.190793 -0.070718 0.021236 -0.954075 0.290325 0.0000446322 0.0000022914 0.0000242892 0.0000439666 0.0000061802 0.0001440340 0.0175908549 0.0039775993 0.0008970817 0.0065496896 -0.0004094079 0.0057804633
345683.80000 -1.920613 12.644000 0.120971 -0.076509 0.015506 -0.951439 0.297776 0.0000554086 -0.0000076519 0.0000223289 0.0000543209 0.0000098094 0.0001448412 0.0184442588 0.0043186758 0.0009619336 0.0069844352 -0.0004283562 0.0061250910
345683.90000 -2.119517 12.911873 0.020913 -0.083051 0.010039 -0.948899 0.304290 0.0000508716 -0.0000010511 0.0000268305 0.0000469384 0.0000066478 0.0001443024 0.0193851215 0.0046817585 0.0010689979 0.0074361672 -0.0004681830 0.0063509645
345684.00000 -2.328375 13.201247 -0.039822 -0.087351 0.002053 -0.946333 0.311158 0.0000437578 0.0000050947 0.0000277865 0.0000406166 0.0000069258 0.0001378475 0.0198498053 0.0055697047 0.0010249087 0.0063400772 -0.0000532902 0.0063681708
345684.10000 -2.544034 13.481934 -0.109070 -0.089495 -0.001104 -0.943488 0.319092 0.0000567639 -0.0000041873 0.0000263078 0.0000496327 0.0000099825 0.0001392007 0.0208312021 0.0059995301 0.0011037331 0.0067206672 -0.0000483567 0.0066987990
345684.20000 -2.759357 13.755596 -0.182967 -0.093862 -0.010462 -0.940564 0.326222 0.0000458261 0.0000056448 0.0000292136 0.0000409786 0.0000080257 0.0001376449 0.0218072835 0.0064570754 0.0011682485 0.0071156162 -0.0000203714 0.0070304045
345684.30000 -2.978588 14.026049 -0.258572 -0.094871 -0.016713 -0.937415 0.334624 0.0000474384 0.0000053096 0.0000303811 0.0000417146 0.0000094483 0.0001371324 0.0227938600 0.0069105274 0.0012443384 0.0075454862 -0.0000005962 0.0073864953
345684.40000 -3.197902 14.295148 -0.324070 -0.095094 -0.022024 -0.934324 0.342800 0.0000487437 0.0000060622 0.0000308772 0.0000420493 0.0000099466 0.0001374060 0.0238251620 0.0073662038 0.0013139345 0.0080128120 0.0000291750 0.0077700890
345684.50000 -3.423711 14.551120 -0.386310 -0.093910 -0.027073 -0.931385 0.350672 0.0000480222 0.0000057888 0.0000308572 0.0000426916 0.0000108555 0.0001374818 0.0248699766 0.0078217539 0.0014069395 0.0084736884 0.0000458061 0.0081389569
345684.60000 -3.626163 14.800107 -0.470644 -0.093147 -0.033237 -0.928934 0.356793 0.0000478367 0.0000060257 0.0000307911 0.0000422115 0.0000114608 0.0001375073 0.0258427159 0.0083073016 0.0014688840 0.0089887826 0.0000644857 0.0084011386
345684.70000 -3.862153 15.047137 -0.555406 -0.091381 -0.038921 -0.926217 0.363671 0.0000469778 0.0000069067 0.0000308848 0.0000410925 0.0000121998 0.0001359567 0.0265864349 0.0088716360 0.0015243137 0.0092882209 0.0001415383 0.0085881786
345684.80000 -4.093964 15.289162 -0.619980 -0.089117 -0.045476 -0.923382 0.370614 0.0000469739 0.0000072808 0.0000308674 0.0000409418 0.0000129406 0.0001353846 0.0274876787 0.0094441662 0.0016085236 0.0097712848 0.0001969801 0.0088989448
345684.90000 -4.351728 15.548692 -0.663873 -0.083751 -0.048187 -0.920160 0.379432 0.0000467605 0.0000077600 0.0000308758 0.0000404669 0.0000133065 0.0001342950 0.0283667830 0.0100771806 0.0016742021 0.0101149161 0.0002787188 0.0091848600
345685.00000 -4.608714 15.798647 -0.718889 -0.078826 -0.052223 -0.916916 0.387718 0.0000463430 0.0000078891 0.0000302357 0.0000403130 0.0000137823 0.0001342863 0.0294030321 0.0107461881 0.0017645625 0.0106407844 0.0003403920 0.0095320436
345685.10000 -4.865584 16.047174 -0.780183 -0.073307 -0.055612 -0.913718 0.395795 0.0000459153 0.0000080451 0.0000295552 0.0000402494 0.0000145571 0.0001343038 0.0303937557 0.0114320806 0.0018469431 0.0111550005 0.0004248826 0.0098681179
345685.20000 -5.098181 16.273894 -0.812572 -0.066126 -0.057981 -0.911308 0.402223 0.0000451901 0.0000082831 0.0000288675 0.0000397526 0.0000150653 0.0001339032 0.0311784117 0.0124835248 0.0018285906 0.0110386811 0.0006824792 0.0101430253
345685.30000 -5.352795 16.504656 -0.847913 -0.058815 -0.059623 -0.908482 0.409447 0.0000445940 0.0000082694 0.0000278100 0.0000398941 0.0000158581 0.0001343659 0.0321014584 0.0131418399 0.0019029603 0.0115211326 0.0007451380 0.0104692568
345685.40000 -5.603752 16.728952 -0.889344 -0.050710 -0.060680 -0.905491 0.416932 0.0000439239 0.0000082372 0.0000266504 0.0000399131 0.0000165472 0.0001348109 0.0330620574 0.0138625666 0.0019802018 0.0120730927 0.0008192175 0.0108156385
345685.50000 -5.869721 16.950595 -0.912167 -0.041942 -0.061022 -0.902805 0.423627 0.0000432786 0.0000081332 0.0000254974 0.0000399227 0.0000171552 0.0001352582 0.0340028636 0.0145807750 0.0020551185 0.0126210991 0.0008980126 0.0111571967
345685.60000 -6.127412 17.169062 -0.940213 -0.032779 -0.060693 -0.899872 0.430664 0.0000424486 0.0000079298 0.0000239118 0.0000399385 0.0000176586 0.0001359320 0.0349748664 0.0153434083 0.0021415210 0.0132594442 0.0009727825 0.0115196347
345685.70000 -6.398846 17.385866 -0.954025 -0.023211 -0.059295 -0.896923 0.437578 0.0000416467 0.0000076843 0.0000222841 0.0000399451 0.0000182026 0.0001365482 0.0359450478 0.0160865422 0.0022248328 0.0138855872 0.0010481499 0.0118769327
345685.80000 -6.668389 17.598730 -0.961988 -0.012866 -0.057215 -0.893895 0.444424 0.0000408828 0.0000073827 0.0000206113 0.0000398734 0.0000185431 0.0001371835 0.0369255572 0.0168885756 0.0023141986 0.0145587910 0.0011279304 0.0122496724
345685.90000 -6.944277 17.801113 -0.951997 -0.003510 -0.054664 -0.890691 0.451297 0.0000400304 0.0000069955 0.0000185457 0.0000397181 0.0000188495 0.0001378126 0.0379048814 0.0177002449 0.0024027905 0.0152375742 0.0012077060 0.0126227800
345686.00000 -7.230183 18.008243 -0.948997 0.005899 -0.051402 -0.887307 0.458268 0.0000393766 0.0000066129 0.0000168115 0.0000395931 0.0000190293 0.0001383855 0.0388402921 0.0185339824 0.0024962986 0.0159573015 0.0012887124 0.0129947566
345686.10000 -7.505269 18.204258 -0.936069 0.014881 -0.047409 -0.884244 0.464374 0.0000387786 0.0000061929 0.0000149962 0.0000393923 0.0000190827 0.0001389678 0.0398285151 0.0194033343 0.0025949940 0.0167349447 0.0013757671 0.0133923119
345686.20000 -7.795153 18.399012 -0.920911 0.024857 -0.042636 -0.880701 0.471094 0.0000381884 0.0000057316 0.0000130322 0.0000391280 0.0000189801 0.0001395288 0.0407573968 0.0202393059 0.0026937582 0.0174938461 0.0014547653 0.0137698741
345686.30000 -8.088234 18.591550 -0.895888 0.034128 -0.037177 -0.877122 0.477610 0.0000376891 0.0000052586 0.0000110377 0.0000388502 0.0000188602 0.0001400165 0.0417185264 0.0211405465 0.0027984088 0.0183141689 0.0015415026 0.0141735351
345686.40000 -8.375408 18.775796 -0.874519 0.041859 -0.031248 -0.873369 0.484249 0.0000372272 0.0000048031 0.0000090417 0.0000382476 0.0000185172 0.0001403531 0.0425854391 0.0221833135 0.0028765265 0.0190042763 0.0016716114 0.0145677224
345686.50000 -8.658615 18.954536 -0.845956 0.049120 -0.025547 -0.870104 0.489749 0.0000369475 0.0000043214 0.0000071519 0.0000380598 0.0000181117 0.0001408805 0.0434969046 0.0230899989 0.0029793216 0.0198406771 0.0017596273 0.0149712057
345686.60000 -8.961644 19.134619 -0.813422 0.056677 -0.019157 -0.866213 0.496080 0.0000367169 0.0000039347 0.0000055604 0.0000375935 0.0000175367 0.0001412339 0.0443768684 0.0239998884 0.0030845579 0.0206829960 0.0018475660 0.0153673731
345686.70000 -9.264280 19.306508 -0.771628 0.063401 -0.012110 -0.862047 0.502701 0.0000365254 0.0000034807 0.0000037535 0.0000372309 0.0000170273 0.0001415308 0.0453034057 0.0249825539 0.0032026087 0.0216233000 0.0019430264 0.0157946323
345686.80000 -9.575141 19.473619 -0.708057 0.070153 -0.004668 -0.857652 0.509402 0.0000364171 0.0000031202 0.0000021306 0.0000367398 0.0000161168 0.0001418592 0.0462031016 0.0259625255 0.0033239533 0.0225916670 0.0020366980 0.0162204226
345686.90000 -9.879404 19.633598 -0.654663 0.075064 0.002957 -0.853445 0.515741 0.0000363509 0.0000027627 0.0000003032 0.0000362280 0.0000153745 0.0001420403 0.0470993782 0.0269766253 0.0034580718 0.0236293751 0.0021284848 0.0166537633
345687.00000 -10.176936 19.787398 -0.597290 0.079035 0.009844 -0.849397 0.521711 0.0000363655 0.0000025082 -0.0000010330 0.0000356656 0.0000142709 0.0001422861 0.0479663000 0.0279625213 0.0035849791 0.0246606026 0.0022233118 0.0170790799
345687.10000 -10.502684 19.942142 -0.523839 0.083188 0.017913 -0.844519 0.528721 0.0000363766 0.0000022871 -0.0000023688 0.0000352017 0.0000132504 0.0001424576 0.0487867724 0.0289325418 0.0037114150 0.0256770772 0.0023160977 0.0174901104
345687.20000 -10.820315 20.091528 -0.468593 0.086008 0.025034 -0.839698 0.535615 0.0000364567 0.0000020515 -0.0000036757 0.0000346869 0.0000121771 0.0001425858 0.0496663376 0.0300033728 0.0038578636 0.0268465792 0.0024136170 0.0179462970
345687.30000 -11.140994 20.236770 -0.406105 0.087072 0.031571 -0.834846 0.542637 0.0000365153 0.0000019180 -0.0000045861 0.0000342292 0.0000110805 0.0001427188 0.0505246659 0.0310507807 0.0039941394 0.0279995424 0.0025192783 0.0183920467
345687.40000 -11.458373 20.372428 -0.334483 0.086939 0.038397 -0.830012 0.549589 0.0000365780 0.0000018201 -0.0000051749 0.0000337942 0.0000098997 0.0001428502 0.0513531446 0.0321131670 0.0041328903 0.0291947409 0.0026253486 0.0188457571
345687.50000 -11.774762 20.506515 -0.257794 0.086688 0.044660 -0.825498 0.555917 0.0000365916 0.0000017512 -0.0000057251 0.0000333193 0.0000084075 0.0001429787 0.0521263694 0.0331669684 0.0042740711 0.0303878966 0.0027284560 0.0192796801
345687.60000 -12.089603 20.637042 -0.193077 0.084653 0.050176 -0.821070 0.562282 0.0000365834 0.0000017387 -0.0000061870 0.0000327715 0.0000071698 0.0001429632 0.0528215885 0.0342870064 0.0044066206 0.0315175846 0.0028432436 0.0196926194
345687.70000 -12.422062 20.765124 -0.108338 0.082304 0.055532 -0.816068 0.569363 0.0000366193 0.0000017193 -0.0000062486 0.0000325319 0.0000057092 0.0001431255 0.0535793322 0.0353409798 0.0045436376 0.0327583057 0.0029495409 0.0201408035
345687.80000 -12.756463 20.879622 -0.013390 0.079927 0.060661 -0.810768 0.576703 0.0000365977 0.0000017104 -0.0000061703 0.0000323045 0.0000044620 0.0001432196 0.0543356072 0.0364575457 0.0046991733 0.0341181819 0.0030574394 0.0206139393
345687.90000 -13.082521 20.989055 0.046500 0.075251 0.064103 -0.806132 0.583421 0.0000365316 0.0000017083 -0.0000061590 0.0000319351 0.0000030049 0.0001432485 0.0550380732 0.0375703019 0.0048580361 0.0355167727 0.0031688681 0.0210513317
345688.00000 -13.413901 21.095487 0.130865 0.070352 0.067701 -0.801331 0.590200 0.0000364112 0.0000016981 -0.0000054597 0.0000317664 0.0000017466 0.0001433325 0.0557150723 0.0386426018 0.0049953331 0.0368831623 0.0032915832 0.0214976603
345688.10000 -13.744122 21.197575 0.204629 0.064469 0.070256 -0.796749 0.596741 0.0000363237 0.0000016818 -0.0000049075 0.0000315600 0.0000002982 0.0001433601 0.0563808410 0.0397361768 0.0051489698 0.0383241207 0.0034054066 0.0219457014
345688.20000 -14.075182 21.291879 0.290817 0.057626 0.072447 -0.792085 0.603351 0.0000362202 0.0000016687 -0.0000040468 0.0000314415 -0.0000009940 0.0001433861 0.0570307994 0.0408223809 0.0052950534 0.0397896318 0.0035257737 0.0223986371
345688.30000 -14.396568 21.374640 0.362431 0.050416 0.073422 -0.787518 0.609822 0.0000360582 0.0000016404 -0.0000029358 0.0000312940 -0.0000024085 0.0001433465 0.0576126314 0.0419201618 0.0054463152 0.0412630692 0.0036443376 0.0228275472
345688.40000 -14.735522 21.457810 0.430637 0.042678 0.073489 -0.782739 0.616520 0.0000359917 0.0000015319 -0.0000017334 0.0000312335 -0.0000036752 0.0001432982 0.0581430325 0.0429503711 0.0055841844 0.0427301284 0.0037650829 0.0232613892
345688.50000 -15.080056 21.537458 0.503955 0.035633 0.072501 -0.777660 0.623473 0.0000359086 0.0000014293 -0.0000001862 0.0000311268 -0.0000048412 0.0001431625 0.0586804690 0.0440550420 0.0057278199 0.0443096633 0.0038971597 0.0237128739
345688.60000 -15.405876 21.610453 0.575082 0.027276 0.071011 -0.773598 0.629094 0.0000358280 0.0000012569 0.0000010860 0.0000310720 -0.0000056441 0.0001430431 0.0592049573 0.0451809859 0.0058745047 0.0459563914 0.0040363632 0.0241803170
345688.70000 -15.751014 21.675994 0.654601 0.018879 0.069293 -0.768722 0.635538 0.0000358256 0.0000010529 0.0000028180 0.0000310642 -0.0000067070 0.0001428180 0.0596959155 0.0462366462 0.0060187035 0.0475180808 0.0041648098 0.0246202624
345688.80000 -16.088066 21.739418 0.712720 0.010629 0.066202 -0.764128 0.641571 0.0000358392 0.0000008554 0.0000045087 0.0000309914 -0.0000076332 0.0001424914 0.0601129651 0.0473767983 0.0061636718 0.0492087077 0.0043078209 0.0250807740
345688.90000 -16.432130 21.796070 0.777257 0.001483 0.062470 -0.759298 0.647736 0.0000360295 0.0000005901 0.0000063275 0.0000310353 -0.0000083437 0.0001421975 0.0605534105 0.0484386464 0.0063017896 0.0509034987 0.0044557640 0.0255541635
345689.00000 -16.777198 21.850422 0.818797 -0.006916 0.057502 -0.754631 0.653589 0.0000361931 0.0000002775 0.0000082219 0.0000310509 -0.0000090643 0.0001417944 0.0609600041 0.0495142563 0.0064429916 0.0526813758 0.0046075477 0.0260308408
345689.10000 -17.114537 21.904511 0.863823 -0.015458 0.052300 -0.750107 0.659064 0.0000364688 -0.0000000191 0.0000102157 0.0000310070 -0.0000096079 0.0001413128 0.0613504873 0.0505917067 0.0065715314 0.0544747875 0.0047726555 0.0265068172
345689.20000 -17.453590 21.948417 0.927829 -0.024150 0.046534 -0.745317 0.664645 0.0000367948 -0.0000003173 0.0000121444 0.0000309374 -0.0000099525 0.0001407833 0.0617311682 0.0516455976 0.0067038145 0.0562519365 0.0049313047 0.0269731541
345689.30000 -17.799707 21.982498 0.949829 -0.031236 0.039466 -0.740447 0.670227 0.0000372652 -0.0000006874 0.0000142166 0.0000309090 -0.0000104132 0.0001401520 0.0620593368 0.0526762896 0.0068480660 0.0580933633 0.0050857604 0.0274405368
345689.40000 -18.151743 22.014826 0.990364 -0.039977 0.032638 -0.735244 0.675835 0.0000377599 -0.0000009377 0.0000160798 0.0000308068 -0.0000104053 0.0001395579 0.0623293859 0.0537034645 0.0069608740 0.0600002934 0.0052748769 0.0279208374
345689.50000 -18.503471 22.041959 0.984264 -0.046538 0.024080 -0.730252 0.681165 0.0000383984 -0.0000012946 0.0000182878 0.0000306749 -0.0000106157 0.0001386978 0.0625502466 0.0547771836 0.0070899187 0.0619588060 0.0054625986 0.0283961976
345689.60000 -18.837227 22.064142 1.011238 -0.053420 0.016390 -0.725251 0.686213 0.0000390807 -0.0000015385 0.0000201883 0.0000305045 -0.0000102795 0.0001379769 0.0628013646 0.0558186297 0.0071878927 0.0639595564 0.0056768740 0.0289080548
345689.70000 -19.182938 22.084437 1.039787 -0.059459 0.008567 -0.719849 0.691527 0.0000398009 -0.0000018326 0.0000220766 0.0000303611 -0.0000102509 0.0001371100 0.0629616722 0.0567950027 0.0073010616 0.0658630367 0.0058594985 0.0293583878
345689.80000 -19.516555 22.093964 1.045591 -0.064220 0.000305 -0.714708 0.696468 0.0000405390 -0.0000020473 0.0000238031 0.0000301950 -0.0000099955 0.0001363002 0.0631329548 0.0578136097 0.0074244897 0.0678861256 0.0060500075 0.0298408334
345689.90000 -19.868487 22.095743 1.060048 -0.068517 -0.008171 -0.708998 0.701827 0.0000413664 -0.0000022184 0.0000254556 0.0000300192 -0.0000095713 0.0001354980 0.0632417843 0.0587324640 0.0075180231 0.0698542800 0.0062485579 0.0302976345
345690.00000 -20.216559 22.089065 1.058384 -0.072084 -0.016367 -0.703109 0.707229 0.0000420703 -0.0000023115 0.0000269207 0.0000298141 -0.0000090635 0.0001347052 0.0632790225 0.0597173980 0.0076197304 0.0719885525 0.0064646969 0.0307774025
345690.10000 -20.561921 22.084934 1.040769 -0.075550 -0.024653 -0.697239 0.712420 0.0000428428 -0.0000024319 0.0000282157 0.0000296806 -0.0000086692 0.0001339898 0.0633179333 0.0606420315 0.0077083070 0.0741443925 0.0066857147 0.0312601344
345690.20000 -20.914249 22.075401 1.031448 -0.076448 -0.032703 -0.691486 0.717589 0.0000434957 -0.0000025298 0.0000294930 0.0000294781 -0.0000081646 0.0001332228 0.0633295132 0.0615664795 0.0077778172 0.0762725069 0.0069158784 0.0317213857
345690.30000 -21.249578 22.061586 1.001275 -0.078354 -0.040294 -0.685412 0.722805 0.0000440817 -0.0000024155 0.0000303878 0.0000292847 -0.0000072976 0.0001327308 0.0633264683 0.0624818620 0.0078585393 0.0785043819 0.0071452121 0.0322125318
345690.40000 -21.599180 22.040072 0.971114 -0.077317 -0.047888 -0.679491 0.728026 0.0000446309 -0.0000023870 0.0000312752 0.0000291392 -0.0000066947 0.0001321689 0.0633070985 0.0633163576 0.0079206878 0.0806254219 0.0073661758 0.0326614857
345690.50000 -21.943898 22.009962 0.941720 -0.076374 -0.054413 -0.673318 0.733382 0.0000449301 -0.0000023199 0.0000320108 0.0000288635 -0.0000058163 0.0001317106 0.0631905064 0.0642147775 0.0079665477 0.0828832966 0.0076157399 0.0331086377
345690.60000 -22.294341 21.982684 0.902883 -0.075143 -0.060485 -0.667330 0.738489 0.0000453593 -0.0000021543 0.0000325607 0.0000287638 -0.0000051047 0.0001313581 0.0630598240 0.0650516376 0.0080211894 0.0851655102 0.0078489886 0.0335808955
345690.70000 -22.624917 21.938454 0.885979 -0.072895 -0.065946 -0.660551 0.744319 0.0000455085 -0.0000020029 0.0000329735 0.0000285954 -0.0000042607 0.0001311067 0.0629393367 0.0659046702 0.0080677839 0.0875053515 0.0080951225 0.0340449353
345690.80000 -22.960825 21.897424 0.827436 -0.068883 -0.070668 -0.654685 0.749432 0.0000455837 -0.0000018330 0.0000331889 0.0000285010 -0.0000034429 0.0001309895 0.0627146340 0.0666133324 0.0081152171 0.0897469792 0.0083142765 0.0344704076
345690.90000 -23.291367 21.840585 0.776879 -0.066030 -0.075012 -0.648282 0.754813 0.0000453774 -0.0000016240 0.0000331159 0.0000283518 -0.0000025249 0.0001310833 0.0624914396 0.0673583854 0.0081252969 0.0920172115 0.0085596806 0.0349011189
