# timestamp(s) tx ty tz qx qy qz qw Pr11 Pr12 Pr13 Pr22 Pr23 Pr33 Pt11 Pt12 Pt13 Pt22 Pt23 Pt33
234570.40000 0.343732 4.877326 0.910660 0.106855 0.010628 -0.986091 0.126862 0.0002967731 -0.0000622393 -0.0000254319 0.0004060161 0.0002198469 0.0005316044 0.0083559203 0.0012931093 0.0006636721 0.0075001793 -0.0011700595 0.0025828766
234570.50000 0.263575 5.202462 0.926984 0.103262 0.015668 -0.985620 0.132832 0.0002150140 -0.0000012472 -0.0000027929 0.0002388390 0.0001033522 0.0004235424 0.0057507710 -0.0003712921 0.0005489585 0.0050971237 -0.0008595184 0.0025500425
234570.60000 0.237389 5.547493 0.967095 0.098666 0.019680 -0.985748 0.134826 0.0000441472 -0.0000014206 -0.0000174643 0.0000520371 0.0000226969 0.0001545919 0.0035571917 0.0002510348 0.0000702415 0.0020423060 -0.0000835175 0.0016708263
234570.70000 0.144085 5.867700 0.983527 0.095985 0.024797 -0.984796 0.142652 0.0000987725 -0.0000539608 -0.0000219487 0.0001050700 0.0000277651 0.0001576188 0.0040757745 0.0002533554 0.0000762106 0.0022365477 -0.0001243579 0.0018097729
234570.80000 0.045903 6.187499 0.993453 0.091068 0.029456 -0.983947 0.150621 0.0001654297 -0.0000010526 -0.0000153145 0.0001733820 0.0000208515 0.0002790083 0.0046162974 0.0003025546 0.0000923873 0.0024875288 -0.0001707299 0.0019765400
234570.90000 -0.056344 6.506729 0.996784 0.088492 0.033115 -0.982847 0.158378 0.0001056966 -0.0000626009 -0.0000198088 0.0001190387 0.0000272958 0.0001623925 0.0052371271 0.0003576224 0.0001094735 0.0027917868 -0.0002294772 0.0021889585
234571.00000 -0.167505 6.827068 0.993981 0.080215 0.034580 -0.981943 0.167805 0.0001091564 -0.0000433110 -0.0000109803 0.0000824126 0.0000187124 0.0001613928 0.0059438703 0.0004204868 0.0001295049 0.0031596665 -0.0003004755 0.0024554415
234571.10000 -0.277402 7.143479 0.985105 0.076479 0.044377 -0.980584 0.175034 0.0000755247 -0.0000284548 -0.0000081154 0.0000795642 0.0000175369 0.0001619755 0.0067519506 0.0005002597 0.0001527334 0.0036103165 -0.0003863920 0.0027921644
234571.20000 -0.402437 7.471105 0.977357 0.069120 0.045278 -0.979670 0.182806 0.0001111866 -0.0000520697 -0.0000312348 0.0001014109 0.0000353319 0.0001769954 0.0073998096 0.0005624715 0.0003672071 0.0040658773 -0.0005019106 0.0030410012
234571.30000 -0.510218 7.772597 0.954112 0.061033 0.051581 -0.978329 0.191017 0.0000722151 -0.0000252988 -0.0000049132 0.0000737215 0.0000115691 0.0001649235 0.0082247163 0.0007256522 0.0005058578 0.0046331698 -0.0006151159 0.0033684417
234571.40000 -0.653561 8.074687 0.915747 0.053043 0.051531 -0.977524 0.197430 0.0000522780 -0.0000084571 -0.0000033781 0.0000568288 0.0000095222 0.0001648535 0.0082868511 0.0008362478 0.0002440106 0.0049038457 -0.0004892739 0.0031940023
234571.50000 -0.772688 8.366294 0.888039 0.043917 0.054069 -0.976245 0.205169 0.0000746809 -0.0000274615 -0.0000092355 0.0000750306 0.0000170985 0.0001672969 0.0090016198 0.0009383765 0.0002478004 0.0053597010 -0.0005244464 0.0035061916
234571.60000 -0.906185 8.672801 0.855517 0.033786 0.053703 -0.975236 0.211870 0.0000494162 -0.0000066613 0.0000017292 0.0000551127 0.0000065990 0.0001652846 0.0096233052 0.0011416782 0.0003555020 0.0059824960 -0.0006848677 0.0037300103
234571.70000 -1.045486 8.981550 0.810391 0.023226 0.053599 -0.974062 0.218611 0.0001021245 -0.0000607399 0.0000154916 0.0001164645 -0.0000069444 0.0001731365 0.0103071942 0.0012968676 0.0005530587 0.0065820590 -0.0007247012 0.0040415876
234571.80000 -1.176997 9.238945 0.772644 0.013548 0.053473 -0.972380 0.226791 0.0000372333 0.0000024157 0.0000031775 0.0000432688 0.0000073129 0.0001573107 0.0103113702 0.0018233949 0.0004067278 0.0038122769 -0.0002316170 0.0033666225
234571.90000 -1.329720 9.541360 0.717166 0.003183 0.052427 -0.970659 0.234655 0.0000403488 0.0000004289 0.0000056859 0.0000454081 0.0000068804 0.0001580985 0.0109435188 0.0019981414 0.0004481440 0.0040655505 -0.0002560429 0.0035641781
234572.00000 -1.480303 9.830960 0.656330 -0.006587 0.047736 -0.969033 0.242182 0.0000946765 -0.0000423078 0.0000120759 0.0000803982 0.0000031099 0.0001592223 0.0117404553 0.0022118938 0.0004975655 0.0043846624 -0.0002866779 0.0038289891
234572.10000 -1.641851 10.121371 0.603384 -0.016464 0.047739 -0.967453 0.247963 0.0000393512 0.0000025838 0.0000111669 0.0000439551 0.0000069789 0.0001580841 0.0125333678 0.0024239701 0.0005594304 0.0047014767 -0.0003103768 0.0041119824
234572.20000 -1.807416 10.408776 0.544456 -0.028109 0.038927 -0.965937 0.254283 0.0000637116 -0.0000145351 0.0000084809 0.0000565046 0.0000098539 0.0001600497 0.0133818551 0.0026641327 0.0006457538 0.0050567994 -0.0003506478 0.0044120826
234572.30000 -1.979048 10.707674 0.481922 -0.036747 0.038982 -0.963626 0.261829 0.0000593116 -0.0000140790 0.0000132685 0.0000597675 0.0000106754 0.0001592048 0.0142724497 0.0029077912 0.0006851459 0.0055029843 -0.0003921539 0.0047506716
234572.40000 -2.154954 10.996651 0.414055 -0.045404 0.034405 -0.961601 0.268475 0.0001715453 -0.0000081477 0.0000157937 0.0001731622 0.0000095253 0.0002779433 0.0152878478 0.0031670791 0.0007402754 0.0060483727 -0.0004473927 0.0052107864
234572.50000 -2.337620 11.285420 0.290950 -0.055444 0.027439 -0.958908 0.276891 0.0000491529 -0.0000033932 0.0000200138 0.0000500575 0.0000077234 0.0001597006 0.0160915666 0.0034770779 0.0006909558 0.0064054147 -0.0005196115 0.0052083974
234572.60000 -2.517690 11.583527 0.231683 -0.061825 0.024654 -0.956164 0.285166 0.0000465205 0.0000013861 0.0000238628 0.0000452699 0.0000073005 0.0001591286 0.0168740293 0.0037045333 0.0008216141 0.0067759987 -0.0004700750 0.0054519024
234572.70000 -2.691599 11.851763 0.146187 -0.069443 0.020464 -0.954239 0.290148 0.0000892072 -0.0000364664 0.0000091581 0.0000805198 0.0000219437 0.0001650428 0.0178289785 0.0039875411 0.0009493798 0.0070650013 -0.0003980662 0.0057423590
234572.80000 -2.859702 12.124613 0.093481 -0.075640 0.014761 -0.951039 0.299307 0.0000477314 0.0000007546 0.0000275137 0.0000456837 0.0000065559 0.0001561670 0.0185934897 0.0043702415 0.0009866388 0.0073923054 -0.0004973759 0.0059301387
234572.90000 -3.079517 12.413148 0.007141 -0.079541 0.008580 -0.948056 0.307878 0.0000458574 0.0000036571 0.0000283421 0.0000437012 0.0000077473 0.0001551240 0.0195642044 0.0046687518 0.0010473410 0.0077573168 -0.0004884945 0.0061781320
234573.00000 -3.244795 12.632641 -0.048082 -0.084654 0.002466 -0.945743 0.313683 0.0000445753 0.0000047222 0.0000294519 0.0000411891 0.0000075885 0.0001498677 0.0200687297 0.0057458399 0.0010489472 0.0066760094 -0.0000874127 0.0061613626
234573.10000 -3.448365 12.898970 -0.123232 -0.087016 -0.002704 -0.942988 0.321240 0.0000475517 0.0000037546 0.0000306366 0.0000424480 0.0000083336 0.0001497617 0.0208337976 0.0060798508 0.0011152286 0.0070171181 -0.0000885665 0.0064145697
234573.20000 -3.656471 13.163455 -0.196589 -0.090557 -0.007631 -0.940318 0.327938 0.0000969983 -0.0000331706 0.0000322841 0.0000718364 0.0000078094 0.0001506739 0.0218172973 0.0065013500 0.0011952069 0.0074692177 -0.0000899297 0.0067576080
234573.30000 -3.866084 13.420383 -0.272584 -0.092122 -0.016393 -0.937016 0.336520 0.0000472905 0.0000053271 0.0000323553 0.0000418367 0.0000092192 0.0001491698 0.0228354816 0.0069457934 0.0012774430 0.0079299407 -0.0000699999 0.0071004964
234573.40000 -4.074902 13.669391 -0.350308 -0.092662 -0.022913 -0.933995 0.344300 0.0000477322 0.0000058111 0.0000331742 0.0000420620 0.0000103511 0.0001487540 0.0238618910 0.0073920277 0.0013787125 0.0084163266 -0.0000558662 0.0074621652
234573.50000 -4.308902 13.910284 -0.428106 -0.093020 -0.027823 -0.930757 0.352512 0.0000479029 0.0000062087 0.0000335683 0.0000418965 0.0000113958 0.0001483689 0.0248047197 0.0078680084 0.0013947765 0.0088636414 -0.0000118676 0.0076858780
234573.60000 -4.537745 14.165602 -0.497393 -0.091184 -0.033837 -0.927636 0.360600 0.0000479270 0.0000064949 0.0000337227 0.0000416500 0.0000117079 0.0001481859 0.0257268945 0.0083866536 0.0014991121 0.0093411079 0.0000228577 0.0079670465
234573.70000 -4.746689 14.406209 -0.544238 -0.088560 -0.038676 -0.924939 0.367625 0.0000478343 0.0000068548 0.0000335918 0.0000412495 0.0000126802 0.0001473640 0.0266278392 0.0090411994 0.0015501098 0.0097105725 0.0001138648 0.0082042808
234573.80000 -4.961981 14.635000 -0.609290 -0.085422 -0.043375 -0.922469 0.373996 0.0000476553 0.0000071609 0.0000332911 0.0000411694 0.0000135113 0.0001469402 0.0275583435 0.0095986957 0.0016234784 0.0101043100 0.0001652749 0.0084777083
234573.90000 -5.191546 14.867325 -0.664613 -0.080852 -0.048194 -0.919555 0.381523 0.0000473256 0.0000074020 0.0000328325 0.0000411389 0.0000142725 0.0001469232 0.0284634965 0.0101493403 0.0016977277 0.0105784422 0.0002142707 0.0087611387
234574.00000 -5.422232 15.094251 -0.717155 -0.075542 -0.053085 -0.916569 0.389072 0.0000470946 0.0000076691 0.0000323876 0.0000411090 0.0000151645 0.0001466460 0.0293966902 0.0107724525 0.0017789039 0.0110743427 0.0002667363 0.0090622489
234574.10000 -5.678702 15.333753 -0.771806 -0.069692 -0.054856 -0.913412 0.397257 0.0000465710 0.0000079332 0.0000315641 0.0000410727 0.0000162182 0.0001464990 0.0303105200 0.0114177095 0.0018529452 0.0115531806 0.0003353049 0.0093516948
234574.20000 -5.894394 15.534858 -0.809869 -0.062730 -0.057850 -0.910450 0.404720 0.0000456904 0.0000080366 0.0000306381 0.0000405962 0.0000165381 0.0001461530 0.0310455976 0.0125953354 0.0018103285 0.0113485795 0.0006387705 0.0096035325
234574.30000 -6.135168 15.754479 -0.846877 -0.054313 -0.059731 -0.907503 0.412214 0.0000451438 0.0000080595 0.0000295521 0.0000407668 0.0000174707 0.0001465044 0.0319042609 0.0132180229 0.0018763148 0.0118325762 0.0006983372 0.0098921458
234574.40000 -6.382910 15.979931 -0.884020 -0.045863 -0.060445 -0.904602 0.419450 0.0000443000 0.0000080268 0.0000280647 0.0000408545 0.0000183742 0.0001470093 0.0328650669 0.0139307944 0.0019518560 0.0123831843 0.0007682931 0.0102122567
234574.50000 -6.644303 16.198503 -0.915900 -0.037967 -0.060572 -0.901470 0.426898 0.0000435570 0.0000079039 0.0000266394 0.0000409269 0.0000190806 0.0001475181 0.0338679520 0.0146675237 0.0020313157 0.0129835434 0.0008405950 0.0105505626
234574.60000 -6.909837 16.410219 -0.928677 -0.029061 -0.060424 -0.898523 0.433775 0.0000427887 0.0000076903 0.0000250685 0.0000408665 0.0000194991 0.0001481719 0.0348602037 0.0154421366 0.0021120561 0.0136402957 0.0009202755 0.0108962372
234574.70000 -7.171021 16.612414 -0.940136 -0.020046 -0.058438 -0.895571 0.440607 0.0000419430 0.0000074402 0.0000232840 0.0000408681 0.0000200939 0.0001487084 0.0358257499 0.0162443708 0.0021995299 0.0143218453 0.0009986857 0.0112405066
234574.80000 -7.434696 16.813188 -0.953448 -0.010135 -0.056655 -0.892508 0.447344 0.0000411643 0.0000071134 0.0000214631 0.0000407714 0.0000203449 0.0001493541 0.0367694120 0.0170277460 0.0022850803 0.0150151656 0.0010734833 0.0115802988
234574.90000 -7.697839 17.010341 -0.963869 -0.001071 -0.054126 -0.889310 0.454089 0.0000403051 0.0000066873 0.0000192900 0.0000406074 0.0000206960 0.0001499945 0.0377238771 0.0178434478 0.0023723622 0.0157208335 0.0011562532 0.0119264028
234575.00000 -7.961218 17.197814 -0.962301 0.008812 -0.051152 -0.886136 0.460510 0.0000396356 0.0000062748 0.0000173911 0.0000404666 0.0000208361 0.0001505972 0.0386800789 0.0186561180 0.0024617282 0.0164525981 0.0012344304 0.0122784739
234575.10000 -8.228959 17.380984 -0.950550 0.017951 -0.046462 -0.882889 0.466933 0.0000389722 0.0000058423 0.0000152584 0.0000403174 0.0000210538 0.0001511293 0.0395985548 0.0194844949 0.0025508178 0.0171891900 0.0013133280 0.0126248539
234575.20000 -8.499647 17.556226 -0.932953 0.027718 -0.042328 -0.879358 0.473466 0.0000383372 0.0000053330 0.0000129643 0.0000400119 0.0000208181 0.0001517567 0.0404909593 0.0203499957 0.0026385660 0.0179341135 0.0014008349 0.0129716396
234575.30000 -8.773392 17.737521 -0.911852 0.036916 -0.037283 -0.875907 0.479618 0.0000378612 0.0000048580 0.0000108188 0.0000398318 0.0000208279 0.0001522115 0.0413877990 0.0212112544 0.0027335753 0.0187415740 0.0014813566 0.0133291616
234575.40000 -9.046292 17.906090 -0.884447 0.044744 -0.031162 -0.872067 0.486340 0.0000373686 0.0000043655 0.0000086492 0.0000393157 0.0000204954 0.0001525326 0.0422094929 0.0222587731 0.0027969620 0.0193693807 0.0016182011 0.0136802290
234575.50000 -9.334275 18.073783 -0.844577 0.052699 -0.024726 -0.868293 0.492624 0.0000370838 0.0000038438 0.0000065088 0.0000389701 0.0000200037 0.0001530377 0.0430678731 0.0231716409 0.0028934836 0.0201959062 0.0017085731 0.0140450785
234575.60000 -9.614475 18.239762 -0.815855 0.059285 -0.018213 -0.864436 0.498903 0.0000368608 0.0000033980 0.0000045182 0.0000385022 0.0000193078 0.0001534350 0.0439471496 0.0241300641 0.0030010384 0.0211175446 0.0017994751 0.0144273733
234575.70000 -9.906929 18.402559 -0.779837 0.066639 -0.011589 -0.860167 0.505508 0.0000367244 0.0000029979 0.0000026660 0.0000381061 0.0000186487 0.0001537621 0.0448354856 0.0250560879 0.0031052316 0.0220418605 0.0018898658 0.0148080229
234575.80000 -10.203451 18.561740 -0.725140 0.072282 -0.003978 -0.855850 0.512132 0.0000366339 0.0000026008 0.0000007412 0.0000376143 0.0000177633 0.0001540366 0.0457384559 0.0260361078 0.0032211717 0.0230227677 0.0019811361 0.0152061803
234575.90000 -10.492390 18.719712 -0.677090 0.077586 0.002944 -0.851835 0.518024 0.0000366156 0.0000022532 -0.0000010947 0.0000371399 0.0000168247 0.0001542653 0.0466200815 0.0270297884 0.0033437372 0.0240606083 0.0020702227 0.0156077281
234576.00000 -10.787326 18.872475 -0.626642 0.081125 0.010105 -0.847320 0.524753 0.0000366206 0.0000019878 -0.0000025928 0.0000365929 0.0000158151 0.0001544293 0.0474967706 0.0280019542 0.0034645810 0.0250749955 0.0021589444 0.0159980190
234576.10000 -11.084898 19.012161 -0.552801 0.084286 0.017508 -0.843006 0.530972 0.0000366665 0.0000017672 -0.0000040195 0.0000360473 0.0000145886 0.0001546040 0.0483536027 0.0290103332 0.0035874061 0.0261540613 0.0022574785 0.0163979521
234576.20000 -11.388210 19.149109 -0.493546 0.087013 0.024298 -0.837993 0.538151 0.0000367678 0.0000016127 -0.0000052148 0.0000355312 0.0000134126 0.0001547465 0.0491483299 0.0300111043 0.0037189784 0.0272679456 0.0023462967 0.0167908997
234576.30000 -11.703078 19.284531 -0.417223 0.089182 0.031655 -0.833073 0.545008 0.0000368072 0.0000014691 -0.0000061605 0.0000350497 0.0000122346 0.0001548200 0.0499532164 0.0310457800 0.0038481170 0.0284168593 0.0024501309 0.0171868176
234576.40000 -12.016014 19.424641 -0.344203 0.089068 0.038343 -0.828332 0.551782 0.0000369293 0.0000013827 -0.0000071434 0.0000346152 0.0000109342 0.0001549389 0.0507703616 0.0321375563 0.0039871636 0.0296544435 0.0025542865 0.0176118489
234576.50000 -12.318810 19.550766 -0.280792 0.088640 0.044475 -0.823750 0.558213 0.0000369770 0.0000013517 -0.0000077641 0.0000341619 0.0000093531 0.0001550669 0.0516045460 0.0332236020 0.0041249335 0.0309128637 0.0026576683 0.0180425342
234576.60000 -12.639860 19.677369 -0.200991 0.087184 0.050530 -0.818984 0.564899 0.0000369699 0.0000013774 -0.0000082359 0.0000335905 0.0000080066 0.0001550539 0.0522531790 0.0343710981 0.0042368263 0.0320088721 0.0027832767 0.0184214359
234576.70000 -12.944093 19.784797 -0.124625 0.084753 0.055868 -0.814095 0.571792 0.0000369860 0.0000013761 -0.0000084672 0.0000332429 0.0000063860 0.0001551941 0.0530039293 0.0355081189 0.0043802502 0.0333228005 0.0028932747 0.0188475644
234576.80000 -13.232519 19.882593 -0.056757 0.080927 0.060287 -0.809502 0.578380 0.0000369612 0.0000014100 -0.0000083754 0.0000330247 0.0000050424 0.0001553025 0.0536596371 0.0365538700 0.0045120410 0.0346010684 0.0029972608 0.0192468946
234576.90000 -13.542139 19.986982 0.026784 0.077459 0.064448 -0.804835 0.584882 0.0000368335 0.0000014712 -0.0000079967 0.0000327279 0.0000033877 0.0001553859 0.0542733109 0.0375214475 0.0046389937 0.0358353308 0.0030943789 0.0196057486
234577.00000 -13.864732 20.092885 0.121454 0.073301 0.068251 -0.799902 0.591715 0.0000367284 0.0000015020 -0.0000075745 0.0000324677 0.0000020352 0.0001554320 0.0549390518 0.0386063169 0.0047855336 0.0372038741 0.0031986322 0.0200096188
234577.10000 -14.181757 20.188140 0.194315 0.067148 0.070737 -0.795321 0.598291 0.0000366447 0.0000015115 -0.0000071211 0.0000323275 0.0000005552 0.0001554638 0.0556361352 0.0397291894 0.0049408721 0.0386831819 0.0033058983 0.0204450507
234577.20000 -14.494256 20.277102 0.269317 0.060479 0.072179 -0.790812 0.604772 0.0000364788 0.0000015294 -0.0000060997 0.0000321686 -0.0000008970 0.0001555266 0.0562474030 0.0408157506 0.0050769370 0.0401512641 0.0034278939 0.0208556359
234577.30000 -14.817501 20.359839 0.349507 0.053674 0.073603 -0.785777 0.611765 0.0000362900 0.0000014971 -0.0000047789 0.0000320698 -0.0000022339 0.0001555407 0.0568371063 0.0418759768 0.0052133154 0.0416288307 0.0035448357 0.0212626401
234577.40000 -15.132335 20.434196 0.418722 0.045614 0.073563 -0.781371 0.618035 0.0000361330 0.0000014616 -0.0000035903 0.0000319524 -0.0000036556 0.0001554721 0.0573815889 0.0429676250 0.0053548602 0.0431914225 0.0036686440 0.0216747654
234577.50000 -15.459129 20.505613 0.495018 0.038184 0.073131 -0.776195 0.625073 0.0000359962 0.0000013409 -0.0000017593 0.0000319204 -0.0000049412 0.0001554200 0.0578658311 0.0440159787 0.0054849353 0.0447176532 0.0037950885 0.0220721908
234577.60000 -15.780817 20.575038 0.573240 0.030376 0.071379 -0.771976 0.630901 0.0000359243 0.0000012185 -0.0000003490 0.0000319137 -0.0000059769 0.0001553127 0.0583551136 0.0451146739 0.0056250671 0.0463462247 0.0039253355 0.0225041358
234577.70000 -16.104951 20.635996 0.624984 0.021771 0.069117 -0.767258 0.637231 0.0000358718 0.0000010431 0.0000015104 0.0000319037 -0.0000069972 0.0001551392 0.0588522016 0.0461814943 0.0057691188 0.0479897195 0.0040513715 0.0229216380
234577.80000 -16.433392 20.686424 0.655499 0.013201 0.065430 -0.762498 0.643538 0.0000358274 0.0000008545 0.0000035179 0.0000317943 -0.0000079380 0.0001548420 0.0592139046 0.0473114676 0.0058850120 0.0495957077 0.0041999749 0.0233209249
234577.90000 -16.751370 20.731648 0.726625 0.004268 0.061783 -0.757648 0.649719 0.0000359384 0.0000005904 0.0000057036 0.0000317433 -0.0000086775 0.0001545351 0.0595510567 0.0483972408 0.0059966403 0.0512976263 0.0043631839 0.0237440318
234578.00000 -17.075005 20.781486 0.777170 -0.005262 0.057069 -0.753103 0.655401 0.0000361192 0.0000002955 0.0000077834 0.0000317734 -0.0000094427 0.0001541398 0.0598775138 0.0494237671 0.0061323906 0.0530047468 0.0044999771 0.0241613269
234578.10000 -17.400699 20.827805 0.832467 -0.013386 0.051675 -0.748508 0.660974 0.0000363681 -0.0000000301 0.0000101813 0.0000317785 -0.0000102642 0.0001535796 0.0602223540 0.0504587066 0.0062548194 0.0547612675 0.0046500696 0.0245797842
234578.20000 -17.726440 20.866147 0.871634 -0.022557 0.045385 -0.743630 0.666668 0.0000366964 -0.0000003250 0.0000123071 0.0000316913 -0.0000105274 0.0001530685 0.0605432431 0.0515204453 0.0063837282 0.0565635758 0.0048041443 0.0250088958
234578.30000 -18.054391 20.909230 0.914488 -0.029514 0.039008 -0.738827 0.672117 0.0000372282 -0.0000007145 0.0000147946 0.0000316594 -0.0000110142 0.0001523612 0.0608416994 0.0525475378 0.0065042366 0.0584089244 0.0049691986 0.0254506557
234578.40000 -18.391518 20.937524 0.961781 -0.036757 0.031945 -0.733761 0.677661 0.0000376850 -0.0000009864 0.0000167554 0.0000315798 -0.0000111092 0.0001517583 0.0611773023 0.0535946655 0.0066345117 0.0602962412 0.0051316464 0.0258990659
234578.50000 -18.716203 20.963108 0.973352 -0.044282 0.024236 -0.728911 0.682745 0.0000383282 -0.0000012811 0.0000190385 0.0000314417 -0.0000110125 0.0001510083 0.0614113930 0.0546398664 0.0067613209 0.0622890316 0.0053074058 0.0263483757
234578.60000 -19.043132 20.990676 0.995173 -0.050420 0.016396 -0.723958 0.687804 0.0000390240 -0.0000015695 0.0000212148 0.0000312834 -0.0000109459 0.0001501805 0.0616216502 0.0556291469 0.0068599631 0.0641905494 0.0054939162 0.0267758957
234578.70000 -19.365246 21.007705 1.005827 -0.055769 0.008014 -0.719059 0.692661 0.0000397734 -0.0000018370 0.0000232443 0.0000311141 -0.0000107749 0.0001493479 0.0618464780 0.0566293464 0.0069705074 0.0661543266 0.0056778444 0.0272142412
234578.80000 -19.696876 21.019385 1.030743 -0.060742 0.000132 -0.713585 0.697931 0.0000405724 -0.0000019813 0.0000251894 0.0000309075 -0.0000102452 0.0001485231 0.0619851182 0.0575853978 0.0070651236 0.0681041403 0.0058686784 0.0276421874
234578.90000 -20.024307 21.016212 1.051622 -0.065595 -0.007928 -0.707811 0.703305 0.0000413943 -0.0000021812 0.0000270340 0.0000307423 -0.0000098905 0.0001476484 0.0621137539 0.0585596644 0.0071740084 0.0701928705 0.0060621704 0.0280916809
234579.00000 -20.348704 21.007251 1.041256 -0.069142 -0.016504 -0.702104 0.708518 0.0000422044 -0.0000022996 0.0000286952 0.0000305569 -0.0000094832 0.0001467815 0.0620953817 0.0594882623 0.0072653384 0.0722538736 0.0062612689 0.0285129532
234579.10000 -20.694228 20.990725 1.027473 -0.071776 -0.024632 -0.695853 0.714164 0.0000430170 -0.0000024011 0.0000302315 0.0000303562 -0.0000089708 0.0001459727 0.0620638026 0.0603743784 0.0073321789 0.0743101094 0.0064742758 0.0289213193
234579.20000 -21.024913 20.979575 1.003537 -0.073118 -0.032837 -0.690025 0.719333 0.0000437187 -0.0000024344 0.0000315303 0.0000301405 -0.0000083041 0.0001452650 0.0620015892 0.0613278615 0.0074013003 0.0765794113 0.0067118404 0.0293722483
234579.30000 -21.355030 20.960779 0.980131 -0.074162 -0.040475 -0.683894 0.724673 0.0000443191 -0.0000023475 0.0000326352 0.0000299080 -0.0000074038 0.0001446419 0.0619692057 0.0622195188 0.0074620565 0.0787449618 0.0069358852 0.0298050070
234579.40000 -21.681040 20.935889 0.945706 -0.075349 -0.048011 -0.677677 0.729912 0.0000448738 -0.0000022376 0.0000335367 0.0000297097 -0.0000065788 0.0001441212 0.0618845448 0.0630793069 0.0075224770 0.0809401578 0.0071573186 0.0302280667
234579.50000 -22.011453 20.903897 0.914710 -0.073375 -0.055074 -0.671586 0.735224 0.0000455077 -0.0000022361 0.0000346374 0.0000295461 -0.0000060038 0.0001433951 0.0617670044 0.0638852217 0.0075640476 0.0831345338 0.0073851193 0.0306318940
234579.60000 -22.336128 20.871959 0.864012 -0.072900 -0.061511 -0.665348 0.740414 0.0000458746 -0.0000019839 0.0000352408 0.0000293786 -0.0000049391 0.0001430444 0.0616066981 0.0646871362 0.0076128721 0.0854173071 0.0076138596 0.0310486881
234579.70000 -22.669532 20.831961 0.808578 -0.070067 -0.067531 -0.659041 0.745785 0.0000461865 -0.0000018450 0.0000358369 0.0000291922 -0.0000040957 0.0001426581 0.0614256136 0.0654583946 0.0076363821 0.0876469714 0.0078469195 0.0314402307
234579.80000 -22.999408 20.788774 0.748707 -0.066908 -0.072007 -0.652643 0.751262 0.0000462752 -0.0000015582 0.0000361185 0.0000290558 -0.0000029618 0.0001425001 0.0612259850 0.0662332065 0.0076621948 0.0900149026 0.0080895919 0.0318583693
234579.90000 -23.322610 20.744061 0.676953 -0.063189 -0.076659 -0.646765 0.756191 0.0000461672 -0.0000013576 0.0000361018 0.0000289616 -0.0000021687 0.0001425178 0.0610145191 0.0669799472 0.0076801922 0.0923853744 0.0083315824 0.0322736583
